Attaching 2 probes...
start: 204487052097904
domain: DISCARD, depth: 16, timestamp: 204503144014521
domain: WRITE, depth: 96, timestamp: 204503248011389
domain: WRITE, depth: 128, timestamp: 204503352012873
domain: WRITE, depth: 96, timestamp: 204503456012677
domain: WRITE, depth: 72, timestamp: 204503560012752
domain: WRITE, depth: 54, timestamp: 204503664013201
domain: WRITE, depth: 40, timestamp: 204503768011933
domain: WRITE, depth: 30, timestamp: 204503872013592
domain: WRITE, depth: 22, timestamp: 204503976012052
domain: WRITE, depth: 16, timestamp: 204504080011423
domain: WRITE, depth: 12, timestamp: 204504184011703
domain: WRITE, depth: 9, timestamp: 204504288012158
domain: WRITE, depth: 6, timestamp: 204504392011619
domain: WRITE, depth: 4, timestamp: 204504496015311
domain: WRITE, depth: 3, timestamp: 204504600010970
domain: WRITE, depth: 2, timestamp: 204504704009701
domain: WRITE, depth: 4, timestamp: 204505756012527
domain: WRITE, depth: 3, timestamp: 204505864012184
domain: WRITE, depth: 2, timestamp: 204505968011519
domain: WRITE, depth: 4, timestamp: 204507008018154
domain: WRITE, depth: 3, timestamp: 204507112008260
domain: WRITE, depth: 2, timestamp: 204507216011232
domain: WRITE, depth: 4, timestamp: 204508264011089
domain: WRITE, depth: 3, timestamp: 204508368011751
domain: WRITE, depth: 2, timestamp: 204508472009456
domain: WRITE, depth: 4, timestamp: 204510776011483
domain: WRITE, depth: 3, timestamp: 204510880007892
domain: WRITE, depth: 2, timestamp: 204510984012414
domain: WRITE, depth: 4, timestamp: 204513168017011
domain: WRITE, depth: 3, timestamp: 204513272019192
domain: WRITE, depth: 2, timestamp: 204513376007176
domain: WRITE, depth: 4, timestamp: 204515664015110
domain: WRITE, depth: 3, timestamp: 204515768011913
domain: WRITE, depth: 2, timestamp: 204515872012223
domain: WRITE, depth: 4, timestamp: 204518160015928
domain: WRITE, depth: 3, timestamp: 204518264012929
domain: WRITE, depth: 2, timestamp: 204518368008744
domain: WRITE, depth: 4, timestamp: 204520656014782
domain: WRITE, depth: 3, timestamp: 204520760012048
domain: WRITE, depth: 2, timestamp: 204520864010226
domain: WRITE, depth: 4, timestamp: 204523056011763
domain: WRITE, depth: 3, timestamp: 204523160011774
domain: WRITE, depth: 2, timestamp: 204523264010630
domain: WRITE, depth: 4, timestamp: 204525564015725
domain: WRITE, depth: 3, timestamp: 204525672009877
domain: WRITE, depth: 2, timestamp: 204525780015010
domain: WRITE, depth: 4, timestamp: 204527992017218
domain: WRITE, depth: 3, timestamp: 204528096013033
domain: WRITE, depth: 2, timestamp: 204528204008891
domain: WRITE, depth: 4, timestamp: 204530508015011
domain: WRITE, depth: 3, timestamp: 204530616010332
domain: WRITE, depth: 2, timestamp: 204530720011535
domain: WRITE, depth: 4, timestamp: 204532940011565
domain: WRITE, depth: 3, timestamp: 204533044011484
domain: WRITE, depth: 2, timestamp: 204533152011298
domain: WRITE, depth: 4, timestamp: 204535376015820
domain: WRITE, depth: 3, timestamp: 204535484011149
domain: WRITE, depth: 2, timestamp: 204535592010401
domain: WRITE, depth: 4, timestamp: 204537928013174
domain: WRITE, depth: 3, timestamp: 204538032009906
domain: WRITE, depth: 2, timestamp: 204538136011577
domain: WRITE, depth: 4, timestamp: 204540376016708
domain: WRITE, depth: 3, timestamp: 204540480011512
domain: WRITE, depth: 2, timestamp: 204540588008584
domain: WRITE, depth: 4, timestamp: 204542812010439
domain: WRITE, depth: 3, timestamp: 204542916013117
domain: WRITE, depth: 2, timestamp: 204543020010838
domain: WRITE, depth: 4, timestamp: 204545344015816
domain: WRITE, depth: 3, timestamp: 204545448012787
domain: WRITE, depth: 2, timestamp: 204545556013057
domain: WRITE, depth: 4, timestamp: 204547772011946
domain: WRITE, depth: 3, timestamp: 204547876012305
domain: WRITE, depth: 2, timestamp: 204547980009530
domain: WRITE, depth: 4, timestamp: 204550196013070
domain: WRITE, depth: 3, timestamp: 204550300012163
domain: WRITE, depth: 2, timestamp: 204550404009227
domain: WRITE, depth: 4, timestamp: 204552736014900
domain: WRITE, depth: 3, timestamp: 204552840013496
domain: WRITE, depth: 2, timestamp: 204552944014853
domain: WRITE, depth: 4, timestamp: 204555168016350
domain: WRITE, depth: 3, timestamp: 204555276013145
domain: WRITE, depth: 2, timestamp: 204555380012722
domain: WRITE, depth: 4, timestamp: 204557704012494
domain: WRITE, depth: 3, timestamp: 204557808011418
domain: WRITE, depth: 2, timestamp: 204557912013326
domain: WRITE, depth: 4, timestamp: 204560132023085
domain: WRITE, depth: 3, timestamp: 204560240010483
domain: WRITE, depth: 2, timestamp: 204560348013228
domain: WRITE, depth: 4, timestamp: 204562568020415
domain: WRITE, depth: 8, timestamp: 204562672013428
domain: WRITE, depth: 6, timestamp: 204562776014538
domain: WRITE, depth: 4, timestamp: 204562880008646
domain: WRITE, depth: 3, timestamp: 204562988012154
domain: WRITE, depth: 2, timestamp: 204563096015649
domain: WRITE, depth: 4, timestamp: 204565112013125
domain: WRITE, depth: 3, timestamp: 204565220013930
domain: WRITE, depth: 2, timestamp: 204565328014277
domain: WRITE, depth: 4, timestamp: 204567544012171
domain: WRITE, depth: 3, timestamp: 204567652013038
domain: WRITE, depth: 2, timestamp: 204567756009695
domain: WRITE, depth: 4, timestamp: 204570068013910
domain: WRITE, depth: 3, timestamp: 204570172010173
domain: WRITE, depth: 2, timestamp: 204570276011609
domain: WRITE, depth: 4, timestamp: 204572492017649
domain: WRITE, depth: 3, timestamp: 204572600008796
domain: WRITE, depth: 2, timestamp: 204572704014460
domain: WRITE, depth: 4, timestamp: 204575024012439
domain: WRITE, depth: 3, timestamp: 204575132008901
domain: WRITE, depth: 2, timestamp: 204575236011436
domain: WRITE, depth: 4, timestamp: 204577464010656
domain: WRITE, depth: 3, timestamp: 204577572010450
domain: WRITE, depth: 2, timestamp: 204577680009924
domain: WRITE, depth: 4, timestamp: 204577788010395
domain: WRITE, depth: 3, timestamp: 204577892011333
domain: WRITE, depth: 2, timestamp: 204577996012978
domain: WRITE, depth: 4, timestamp: 204579900013917
domain: WRITE, depth: 3, timestamp: 204580008013117
domain: WRITE, depth: 2, timestamp: 204580116008717
domain: WRITE, depth: 4, timestamp: 204582440012876
domain: WRITE, depth: 3, timestamp: 204582544013679
domain: WRITE, depth: 2, timestamp: 204582648011222
domain: WRITE, depth: 4, timestamp: 204584872020391
domain: WRITE, depth: 3, timestamp: 204584976012313
domain: WRITE, depth: 2, timestamp: 204585084013883
domain: WRITE, depth: 4, timestamp: 204587420010699
domain: WRITE, depth: 3, timestamp: 204587524014663
domain: WRITE, depth: 2, timestamp: 204587628009802
domain: WRITE, depth: 4, timestamp: 204589872019335
domain: WRITE, depth: 3, timestamp: 204589980010452
domain: WRITE, depth: 2, timestamp: 204590088011537
domain: WRITE, depth: 4, timestamp: 204592316011349
domain: WRITE, depth: 3, timestamp: 204592420008574
domain: WRITE, depth: 2, timestamp: 204592528010943
domain: WRITE, depth: 4, timestamp: 204594844019266
domain: WRITE, depth: 3, timestamp: 204594952011087
domain: WRITE, depth: 2, timestamp: 204595060008810
domain: WRITE, depth: 4, timestamp: 204597304019788
domain: WRITE, depth: 3, timestamp: 204597412009199
domain: WRITE, depth: 2, timestamp: 204597516012291
domain: WRITE, depth: 4, timestamp: 204599744017084
domain: WRITE, depth: 3, timestamp: 204599848010340
domain: WRITE, depth: 2, timestamp: 204599956007886
domain: WRITE, depth: 4, timestamp: 204602172013905
domain: WRITE, depth: 3, timestamp: 204602276011984
domain: WRITE, depth: 2, timestamp: 204602380007692
domain: WRITE, depth: 4, timestamp: 204604716014902
