1000, 3098435, 0, 0, 0
2015, 3236089, 0, 0, 0
3000, 2654390, 0, 0, 0
4000, 2829991, 0, 0, 0
5000, 3477201, 0, 0, 0
6000, 3905917, 0, 0, 0
7000, 3103871, 0, 0, 0
8000, 3229021, 0, 0, 0
9000, 3177945, 0, 0, 0
10000, 3210602, 0, 0, 0
11000, 3285039, 0, 0, 0
12000, 3139147, 0, 0, 0
13000, 3339327, 0, 0, 0
14000, 2937469, 0, 0, 0
15000, 3097792, 0, 0, 0
16000, 3046412, 0, 0, 0
17000, 3835644, 0, 0, 0
18000, 3969266, 0, 0, 0
19000, 3868095, 0, 0, 0
20000, 3683628, 0, 0, 0
21000, 3438074, 0, 0, 0
22000, 3715883, 0, 0, 0
23000, 2700605, 0, 0, 0
24000, 2129861, 0, 0, 0
25000, 2112858, 0, 0, 0
26000, 2179631, 0, 0, 0
27000, 2768707, 0, 0, 0
28000, 3408177, 0, 0, 0
29000, 3613683, 0, 0, 0
30000, 2969544, 0, 0, 0
31000, 3243084, 0, 0, 0
32000, 3104180, 0, 0, 0
33000, 2889731, 0, 0, 0
34000, 3606609, 0, 0, 0
35000, 2978157, 0, 0, 0
36000, 2436421, 0, 0, 0
37000, 2826442, 0, 0, 0
38000, 2892889, 0, 0, 0
39000, 3272253, 0, 0, 0
40000, 3462550, 0, 0, 0
41000, 3737380, 0, 0, 0
42000, 3509777, 0, 0, 0
43000, 2740569, 0, 0, 0
44000, 3198865, 0, 0, 0
45000, 3426813, 0, 0, 0
46000, 3101609, 0, 0, 0
47000, 3383684, 0, 0, 0
48000, 3821687, 0, 0, 0
49000, 3371513, 0, 0, 0
50000, 2853985, 0, 0, 0
51000, 2929572, 0, 0, 0
52000, 3362631, 0, 0, 0
53000, 2874149, 0, 0, 0
54000, 3083627, 0, 0, 0
55000, 3817999, 0, 0, 0
56000, 3208608, 0, 0, 0
57000, 3612534, 0, 0, 0
58000, 2819120, 0, 0, 0
59000, 3352452, 0, 0, 0
60000, 3069083, 0, 0, 0
61000, 3086532, 0, 0, 0
62000, 3200624, 0, 0, 0
63000, 2970716, 0, 0, 0
64000, 3461803, 0, 0, 0
65000, 3471645, 0, 0, 0
66000, 2700379, 0, 0, 0
67000, 2851737, 0, 0, 0
68000, 3283048, 0, 0, 0
69000, 3306276, 0, 0, 0
70000, 3219951, 0, 0, 0
71000, 3813592, 0, 0, 0
72000, 3624511, 0, 0, 0
73000, 3146055, 0, 0, 0
74000, 3382217, 0, 0, 0
75000, 3948704, 0, 0, 0
76000, 3766863, 0, 0, 0
77000, 4432846, 0, 0, 0
78000, 4547118, 0, 0, 0
79000, 4263259, 0, 0, 0
80000, 4296312, 0, 0, 0
81000, 4636589, 0, 0, 0
82000, 3774526, 0, 0, 0
83000, 2335253, 0, 0, 0
84000, 3229883, 0, 0, 0
85000, 4283587, 0, 0, 0
86000, 3108253, 0, 0, 0
87000, 3302016, 0, 0, 0
88000, 3174851, 0, 0, 0
89000, 2935724, 0, 0, 0
90000, 3612438, 0, 0, 0
91000, 3321078, 0, 0, 0
92000, 3378912, 0, 0, 0
93000, 3127952, 0, 0, 0
94000, 3002144, 0, 0, 0
95000, 3079029, 0, 0, 0
96000, 3526802, 0, 0, 0
97000, 3652581, 0, 0, 0
98000, 3103976, 0, 0, 0
99023, 2867879, 0, 0, 0
100000, 2779169, 0, 0, 0
101000, 3360879, 0, 0, 0
102000, 3650598, 0, 0, 0
103000, 3923200, 0, 0, 0
104000, 3957746, 0, 0, 0
105000, 4401049, 0, 0, 0
106000, 4520463, 0, 0, 0
107000, 3304808, 0, 0, 0
108000, 2882832, 0, 0, 0
109000, 2948260, 0, 0, 0
110000, 2971047, 0, 0, 0
111000, 3318430, 0, 0, 0
112000, 2781854, 0, 0, 0
113000, 3483891, 0, 0, 0
114000, 3377941, 0, 0, 0
115000, 3657354, 0, 0, 0
116000, 4235596, 0, 0, 0
117000, 3538247, 0, 0, 0
118000, 3567228, 0, 0, 0
119000, 3178076, 0, 0, 0
120000, 2219222, 0, 0, 0
121000, 2030181, 0, 0, 0
122002, 1952732, 0, 0, 0
123000, 2441470, 0, 0, 0
124000, 3329117, 0, 0, 0
125000, 3070236, 0, 0, 0
126000, 3662099, 0, 0, 0
127000, 3510170, 0, 0, 0
