1000, 882390, 0, 0, 0
2000, 886410, 0, 0, 0
3000, 884658, 0, 0, 0
4000, 1036606, 0, 0, 0
5000, 960630, 0, 0, 0
6000, 957045, 0, 0, 0
7000, 951038, 0, 0, 0
8000, 944197, 0, 0, 0
9000, 947584, 0, 0, 0
10000, 943744, 0, 0, 0
11000, 942437, 0, 0, 0
12000, 945131, 0, 0, 0
13000, 939230, 0, 0, 0
14000, 941351, 0, 0, 0
15000, 1092785, 0, 0, 0
16000, 1408088, 0, 0, 0
17000, 1423564, 0, 0, 0
18000, 1432888, 0, 0, 0
19000, 1498068, 0, 0, 0
20000, 1439810, 0, 0, 0
21000, 1385778, 0, 0, 0
22000, 1340835, 0, 0, 0
23000, 1453480, 0, 0, 0
24000, 1469511, 0, 0, 0
25000, 1495255, 0, 0, 0
26000, 1468893, 0, 0, 0
27000, 1438873, 0, 0, 0
28000, 1417176, 0, 0, 0
29000, 1409457, 0, 0, 0
30000, 1499947, 0, 0, 0
31000, 1405106, 0, 0, 0
32000, 1350724, 0, 0, 0
33000, 1408806, 0, 0, 0
34000, 1429201, 0, 0, 0
35000, 1452173, 0, 0, 0
36000, 1478973, 0, 0, 0
37000, 1460446, 0, 0, 0
38000, 1393952, 0, 0, 0
39000, 1366965, 0, 0, 0
40000, 1352457, 0, 0, 0
41000, 1426822, 0, 0, 0
42000, 1398097, 0, 0, 0
43000, 1427068, 0, 0, 0
44000, 880351, 0, 0, 0
45000, 911567, 0, 0, 0
46000, 880714, 0, 0, 0
47000, 881617, 0, 0, 0
48000, 880604, 0, 0, 0
49000, 881381, 0, 0, 0
50000, 880672, 0, 0, 0
51000, 881480, 0, 0, 0
52000, 882186, 0, 0, 0
53000, 881201, 0, 0, 0
54000, 881866, 0, 0, 0
55000, 881420, 0, 0, 0
56000, 913211, 0, 0, 0
57000, 885694, 0, 0, 0
58000, 880064, 0, 0, 0
59000, 880740, 0, 0, 0
60000, 882138, 0, 0, 0
61000, 881898, 0, 0, 0
62000, 881618, 0, 0, 0
63000, 885934, 0, 0, 0
64000, 888356, 0, 0, 0
65000, 887935, 0, 0, 0
66000, 885950, 0, 0, 0
67000, 1139937, 0, 0, 0
68000, 1457353, 0, 0, 0
69000, 1444467, 0, 0, 0
70000, 1363763, 0, 0, 0
71000, 1444380, 0, 0, 0
72000, 1460539, 0, 0, 0
73000, 1376982, 0, 0, 0
74000, 1362785, 0, 0, 0
75000, 1409364, 0, 0, 0
76000, 1414186, 0, 0, 0
77000, 1324799, 0, 0, 0
78000, 1318518, 0, 0, 0
79000, 1471806, 0, 0, 0
80000, 1410167, 0, 0, 0
81000, 1383230, 0, 0, 0
82000, 993361, 0, 0, 0
83000, 882364, 0, 0, 0
84000, 880344, 0, 0, 0
85000, 911697, 0, 0, 0
86000, 881473, 0, 0, 0
87000, 880286, 0, 0, 0
88000, 880743, 0, 0, 0
89000, 881109, 0, 0, 0
90000, 881114, 0, 0, 0
91000, 881614, 0, 0, 0
92000, 881863, 0, 0, 0
93000, 881119, 0, 0, 0
94000, 881587, 0, 0, 0
95000, 880834, 0, 0, 0
96000, 881579, 0, 0, 0
