Attaching 2 probes...
start: 189559356088905
domain: DISCARD, depth: 16, timestamp: 189575456012788
domain: WRITE, depth: 96, timestamp: 189575560013606
domain: WRITE, depth: 72, timestamp: 189575664011629
domain: WRITE, depth: 54, timestamp: 189575768012249
domain: WRITE, depth: 40, timestamp: 189575872009190
domain: WRITE, depth: 30, timestamp: 189575976012738
domain: WRITE, depth: 22, timestamp: 189576080009710
domain: WRITE, depth: 16, timestamp: 189576184009472
domain: WRITE, depth: 12, timestamp: 189576288012875
domain: WRITE, depth: 9, timestamp: 189576392011414
domain: WRITE, depth: 6, timestamp: 189576496011392
domain: WRITE, depth: 4, timestamp: 189576600012540
domain: WRITE, depth: 3, timestamp: 189576704010476
domain: WRITE, depth: 2, timestamp: 189576808009387
domain: WRITE, depth: 4, timestamp: 189817096013918
domain: WRITE, depth: 3, timestamp: 189817200011817
domain: WRITE, depth: 2, timestamp: 189817304011537
domain: WRITE, depth: 1, timestamp: 189929268012082
domain: WRITE, depth: 2, timestamp: 189929372013415
domain: WRITE, depth: 1, timestamp: 189929580011652
domain: WRITE, depth: 2, timestamp: 189929684012035
domain: WRITE, depth: 1, timestamp: 189929892012742
domain: WRITE, depth: 2, timestamp: 189929996011885
domain: WRITE, depth: 1, timestamp: 189930204012417
domain: WRITE, depth: 2, timestamp: 189930308012716
domain: WRITE, depth: 1, timestamp: 189930516010888
domain: WRITE, depth: 2, timestamp: 189930620013469
domain: WRITE, depth: 1, timestamp: 189930828012796
domain: WRITE, depth: 2, timestamp: 189930932008145
domain: WRITE, depth: 1, timestamp: 189931140007742
domain: WRITE, depth: 2, timestamp: 189931244011599
domain: WRITE, depth: 1, timestamp: 189931452011090
domain: WRITE, depth: 2, timestamp: 189931556011356
domain: WRITE, depth: 1, timestamp: 189931764011098
domain: WRITE, depth: 2, timestamp: 189931868012451
domain: WRITE, depth: 1, timestamp: 189932076010880
domain: WRITE, depth: 2, timestamp: 189932180011997
domain: WRITE, depth: 1, timestamp: 189932388010232
domain: WRITE, depth: 2, timestamp: 189932492009508
domain: WRITE, depth: 1, timestamp: 189932700009098
domain: WRITE, depth: 2, timestamp: 189932804010783
domain: WRITE, depth: 1, timestamp: 189933012012079
domain: WRITE, depth: 2, timestamp: 189933116012722
domain: WRITE, depth: 1, timestamp: 189933324010945
domain: WRITE, depth: 2, timestamp: 189933428011789
domain: WRITE, depth: 1, timestamp: 189933640008372
domain: WRITE, depth: 2, timestamp: 189933744008483
domain: WRITE, depth: 1, timestamp: 189933952011058
domain: WRITE, depth: 2, timestamp: 189934056009750
domain: WRITE, depth: 1, timestamp: 189934264008992
domain: WRITE, depth: 2, timestamp: 189934368010219
domain: WRITE, depth: 1, timestamp: 189934576008791
domain: WRITE, depth: 2, timestamp: 189934680007675
domain: WRITE, depth: 1, timestamp: 189934888008508
domain: WRITE, depth: 2, timestamp: 189934996006995
domain: WRITE, depth: 1, timestamp: 189935208012968
domain: WRITE, depth: 2, timestamp: 189935312011166
domain: WRITE, depth: 1, timestamp: 189935520011548
domain: WRITE, depth: 2, timestamp: 189935624009704
domain: WRITE, depth: 1, timestamp: 189935832011423
domain: WRITE, depth: 2, timestamp: 189935936012169
domain: WRITE, depth: 1, timestamp: 189936144011512
domain: WRITE, depth: 2, timestamp: 189936248012660
domain: WRITE, depth: 1, timestamp: 189936456011217
domain: WRITE, depth: 2, timestamp: 189936560012570
domain: WRITE, depth: 1, timestamp: 189936768009381
domain: WRITE, depth: 2, timestamp: 189936872010246
domain: WRITE, depth: 1, timestamp: 189937080012662
domain: WRITE, depth: 2, timestamp: 189937184012205
domain: WRITE, depth: 1, timestamp: 189937396009579
domain: WRITE, depth: 2, timestamp: 189937500013761
domain: WRITE, depth: 1, timestamp: 189937708011634
domain: WRITE, depth: 2, timestamp: 189937812008949
domain: WRITE, depth: 1, timestamp: 189938020012646
domain: WRITE, depth: 2, timestamp: 189938124011715
domain: WRITE, depth: 1, timestamp: 189938332010937
domain: WRITE, depth: 2, timestamp: 189938436012045
domain: WRITE, depth: 1, timestamp: 189938644009993
domain: WRITE, depth: 2, timestamp: 189938748008638
domain: WRITE, depth: 1, timestamp: 189938956009092
domain: WRITE, depth: 2, timestamp: 189939060011952
domain: WRITE, depth: 1, timestamp: 189939268008447
domain: WRITE, depth: 2, timestamp: 189939372011256
domain: WRITE, depth: 1, timestamp: 189939580011039
domain: WRITE, depth: 2, timestamp: 189939684009511
domain: WRITE, depth: 1, timestamp: 189939892011043
domain: WRITE, depth: 2, timestamp: 189939996012441
domain: WRITE, depth: 1, timestamp: 189940204008688
domain: WRITE, depth: 2, timestamp: 189940308009345
domain: WRITE, depth: 1, timestamp: 189940516009212
domain: WRITE, depth: 2, timestamp: 189940624007471
domain: WRITE, depth: 1, timestamp: 189940832013428
domain: WRITE, depth: 2, timestamp: 189940936011304
domain: WRITE, depth: 1, timestamp: 189941144008797
domain: WRITE, depth: 2, timestamp: 189941248007901
domain: WRITE, depth: 1, timestamp: 189941456013250
domain: WRITE, depth: 2, timestamp: 189941560012248
domain: WRITE, depth: 1, timestamp: 189941768008827
domain: WRITE, depth: 2, timestamp: 189941872011308
domain: WRITE, depth: 1, timestamp: 189941976008492
domain: WRITE, depth: 2, timestamp: 189942080010814
domain: WRITE, depth: 1, timestamp: 189942288008296
domain: WRITE, depth: 2, timestamp: 189942392007046
domain: WRITE, depth: 1, timestamp: 189942600008122
domain: WRITE, depth: 2, timestamp: 189942704012940
domain: WRITE, depth: 1, timestamp: 189942912011925
domain: WRITE, depth: 2, timestamp: 189943016008746
domain: WRITE, depth: 1, timestamp: 189943224009986
domain: WRITE, depth: 2, timestamp: 189943328012755
domain: WRITE, depth: 1, timestamp: 189943536010232
domain: WRITE, depth: 2, timestamp: 189943640012229
domain: WRITE, depth: 1, timestamp: 189943848010570
domain: WRITE, depth: 2, timestamp: 189943952012925
domain: WRITE, depth: 1, timestamp: 189944160010858
domain: WRITE, depth: 2, timestamp: 189944264012669
domain: WRITE, depth: 1, timestamp: 189944472008516
domain: WRITE, depth: 2, timestamp: 189944576012389
domain: WRITE, depth: 1, timestamp: 189944788009349
domain: WRITE, depth: 2, timestamp: 189944892011752
domain: WRITE, depth: 1, timestamp: 189945100011230
domain: WRITE, depth: 2, timestamp: 189945208008887
domain: WRITE, depth: 1, timestamp: 189945416010878
domain: WRITE, depth: 2, timestamp: 189945520011567
domain: WRITE, depth: 1, timestamp: 189945728010885
domain: WRITE, depth: 2, timestamp: 189945832011806
domain: WRITE, depth: 1, timestamp: 189946040011338
domain: WRITE, depth: 2, timestamp: 189946144012164
domain: WRITE, depth: 1, timestamp: 189946352009026
domain: WRITE, depth: 2, timestamp: 189946460008296
domain: WRITE, depth: 1, timestamp: 189946668009755
domain: WRITE, depth: 2, timestamp: 189946772010696
domain: WRITE, depth: 1, timestamp: 189946980011094
domain: WRITE, depth: 2, timestamp: 189947084011443
domain: WRITE, depth: 1, timestamp: 189947292010817
domain: WRITE, depth: 2, timestamp: 189947400008933
domain: WRITE, depth: 1, timestamp: 189947608013083
domain: WRITE, depth: 2, timestamp: 189947712010868
domain: WRITE, depth: 1, timestamp: 189947920011210
domain: WRITE, depth: 2, timestamp: 189948024009177
domain: WRITE, depth: 1, timestamp: 189948128008287
domain: WRITE, depth: 2, timestamp: 189948232008436
domain: WRITE, depth: 1, timestamp: 189948440011734
domain: WRITE, depth: 2, timestamp: 189948544011997
domain: WRITE, depth: 1, timestamp: 189948752011842
domain: WRITE, depth: 2, timestamp: 189948856009353
domain: WRITE, depth: 1, timestamp: 189949064009714
domain: WRITE, depth: 2, timestamp: 189949172008152
domain: WRITE, depth: 1, timestamp: 189949380011422
domain: WRITE, depth: 2, timestamp: 189949484012022
domain: WRITE, depth: 1, timestamp: 189949692010423
domain: WRITE, depth: 2, timestamp: 189949796011961
domain: WRITE, depth: 1, timestamp: 189950004010548
domain: WRITE, depth: 2, timestamp: 189950108008987
domain: WRITE, depth: 1, timestamp: 189950316011732
domain: WRITE, depth: 2, timestamp: 189950420011694
domain: WRITE, depth: 1, timestamp: 189950628011054
domain: WRITE, depth: 2, timestamp: 189950732011380
domain: WRITE, depth: 1, timestamp: 189950940011301
domain: WRITE, depth: 2, timestamp: 189951044010006
domain: WRITE, depth: 1, timestamp: 189951252011239
domain: WRITE, depth: 2, timestamp: 189951356008474
domain: WRITE, depth: 1, timestamp: 189951568008702
domain: WRITE, depth: 2, timestamp: 189951672009291
domain: WRITE, depth: 1, timestamp: 189951880010219
domain: WRITE, depth: 2, timestamp: 189951984012163
domain: WRITE, depth: 1, timestamp: 189952192012202
domain: WRITE, depth: 2, timestamp: 189952296009224
domain: WRITE, depth: 1, timestamp: 189952508007801
domain: WRITE, depth: 2, timestamp: 189952612007226
domain: WRITE, depth: 1, timestamp: 189952820009259
domain: WRITE, depth: 2, timestamp: 189952924007828
domain: WRITE, depth: 1, timestamp: 189953132007894
domain: WRITE, depth: 2, timestamp: 189953236010488
domain: WRITE, depth: 1, timestamp: 189953444009687
domain: WRITE, depth: 2, timestamp: 189953548011954
domain: WRITE, depth: 1, timestamp: 189953756010884
domain: WRITE, depth: 2, timestamp: 189953860011983
domain: WRITE, depth: 1, timestamp: 189954068011259
domain: WRITE, depth: 2, timestamp: 189954172013477
domain: WRITE, depth: 1, timestamp: 189954380010391
domain: WRITE, depth: 2, timestamp: 189954484011483
domain: WRITE, depth: 1, timestamp: 189954692010883
domain: WRITE, depth: 2, timestamp: 189954796011687
domain: WRITE, depth: 1, timestamp: 189955004010878
domain: WRITE, depth: 2, timestamp: 189955108010201
domain: WRITE, depth: 1, timestamp: 189955316010901
domain: WRITE, depth: 2, timestamp: 189955420008791
domain: WRITE, depth: 1, timestamp: 189955628010489
domain: WRITE, depth: 2, timestamp: 189955732011282
domain: WRITE, depth: 1, timestamp: 189955940010757
domain: WRITE, depth: 2, timestamp: 189956044011829
domain: WRITE, depth: 1, timestamp: 189956252010955
domain: WRITE, depth: 2, timestamp: 189956356011927
domain: WRITE, depth: 1, timestamp: 189956564009043
domain: WRITE, depth: 2, timestamp: 189956668008201
domain: WRITE, depth: 1, timestamp: 189956876010629
domain: WRITE, depth: 2, timestamp: 189956980012522
domain: WRITE, depth: 1, timestamp: 189957188011015
domain: WRITE, depth: 2, timestamp: 189957292008762
domain: WRITE, depth: 1, timestamp: 189957500008821
domain: WRITE, depth: 2, timestamp: 189957604011716
domain: WRITE, depth: 1, timestamp: 189957816008164
domain: WRITE, depth: 2, timestamp: 189957920012544
domain: WRITE, depth: 1, timestamp: 189958132009455
domain: WRITE, depth: 2, timestamp: 189958236010961
domain: WRITE, depth: 1, timestamp: 189958444010265
domain: WRITE, depth: 2, timestamp: 189958548011901
domain: WRITE, depth: 1, timestamp: 189958756011310
domain: WRITE, depth: 2, timestamp: 189958860012446
domain: WRITE, depth: 1, timestamp: 189959068011138
domain: WRITE, depth: 2, timestamp: 189959172011559
domain: WRITE, depth: 1, timestamp: 189959380012978
domain: WRITE, depth: 2, timestamp: 189959484010960
domain: WRITE, depth: 1, timestamp: 189959692010726
domain: WRITE, depth: 2, timestamp: 189959796012308
domain: WRITE, depth: 1, timestamp: 189960004012496
domain: WRITE, depth: 2, timestamp: 189960108009234
domain: WRITE, depth: 1, timestamp: 189960316009545
domain: WRITE, depth: 2, timestamp: 189960420012074
domain: WRITE, depth: 1, timestamp: 189960628012053
domain: WRITE, depth: 2, timestamp: 189960732011616
domain: WRITE, depth: 1, timestamp: 189960940008916
domain: WRITE, depth: 2, timestamp: 189961044009769
domain: WRITE, depth: 1, timestamp: 189961252006785
domain: WRITE, depth: 2, timestamp: 189961356009107
domain: WRITE, depth: 1, timestamp: 189961564011256
domain: WRITE, depth: 2, timestamp: 189961668012066
domain: WRITE, depth: 1, timestamp: 189961876009119
domain: WRITE, depth: 2, timestamp: 189961980008375
domain: WRITE, depth: 1, timestamp: 189962188009325
domain: WRITE, depth: 2, timestamp: 189962292010258
domain: WRITE, depth: 1, timestamp: 189962500010684
domain: WRITE, depth: 2, timestamp: 189962604007963
domain: WRITE, depth: 1, timestamp: 189962812009185
domain: WRITE, depth: 2, timestamp: 189962916007713
domain: WRITE, depth: 1, timestamp: 189963124008651
domain: WRITE, depth: 2, timestamp: 189963228010240
domain: WRITE, depth: 1, timestamp: 189963436012268
domain: WRITE, depth: 2, timestamp: 189963540012339
domain: WRITE, depth: 1, timestamp: 189963748013269
domain: WRITE, depth: 2, timestamp: 189963852011725
domain: WRITE, depth: 1, timestamp: 189964060010888
domain: WRITE, depth: 2, timestamp: 189964164011802
domain: WRITE, depth: 1, timestamp: 189964372011967
domain: WRITE, depth: 2, timestamp: 189964476011708
domain: WRITE, depth: 1, timestamp: 189964684012645
domain: WRITE, depth: 2, timestamp: 189964788008529
domain: WRITE, depth: 1, timestamp: 189964996009984
domain: WRITE, depth: 2, timestamp: 189965100011744
domain: WRITE, depth: 1, timestamp: 189965308011240
domain: WRITE, depth: 2, timestamp: 189965412012162
domain: WRITE, depth: 1, timestamp: 189965620013789
domain: WRITE, depth: 2, timestamp: 189965728008202
domain: WRITE, depth: 1, timestamp: 189965936009648
domain: WRITE, depth: 2, timestamp: 189966040009611
domain: WRITE, depth: 1, timestamp: 189966248011491
domain: WRITE, depth: 2, timestamp: 189966352009415
domain: WRITE, depth: 1, timestamp: 189966560010493
domain: WRITE, depth: 2, timestamp: 189966664008907
domain: WRITE, depth: 1, timestamp: 189966872011293
domain: WRITE, depth: 2, timestamp: 189966976008085
domain: WRITE, depth: 1, timestamp: 189967188011369
domain: WRITE, depth: 2, timestamp: 189967292012805
domain: WRITE, depth: 1, timestamp: 189967500011371
domain: WRITE, depth: 2, timestamp: 189967604012153
domain: WRITE, depth: 1, timestamp: 189967812008829
domain: WRITE, depth: 2, timestamp: 189967916011769
domain: WRITE, depth: 1, timestamp: 189968124010383
domain: WRITE, depth: 2, timestamp: 189968228011883
domain: WRITE, depth: 1, timestamp: 189968436010677
domain: WRITE, depth: 2, timestamp: 189968540009482
domain: WRITE, depth: 1, timestamp: 189968748009058
domain: WRITE, depth: 2, timestamp: 189968852012354
domain: WRITE, depth: 1, timestamp: 189969060008744
domain: WRITE, depth: 2, timestamp: 189969164008764
domain: WRITE, depth: 1, timestamp: 189969372010665
domain: WRITE, depth: 2, timestamp: 189969476011841
domain: WRITE, depth: 1, timestamp: 189969684010829
domain: WRITE, depth: 2, timestamp: 189969788011815
domain: WRITE, depth: 1, timestamp: 189969996009269
domain: WRITE, depth: 2, timestamp: 189970100013065
domain: WRITE, depth: 1, timestamp: 189970308010996
domain: WRITE, depth: 2, timestamp: 189970412010419
domain: WRITE, depth: 1, timestamp: 189970620009153
domain: WRITE, depth: 2, timestamp: 189970724010341
domain: WRITE, depth: 1, timestamp: 189970936008494
domain: WRITE, depth: 2, timestamp: 189971040010945
domain: WRITE, depth: 1, timestamp: 189971248010341
domain: WRITE, depth: 2, timestamp: 189971352011178
domain: WRITE, depth: 1, timestamp: 189971560011061
domain: WRITE, depth: 2, timestamp: 189971664011530
domain: WRITE, depth: 1, timestamp: 189971872011115
domain: WRITE, depth: 2, timestamp: 189971976011390
domain: WRITE, depth: 1, timestamp: 189972184011168
domain: WRITE, depth: 2, timestamp: 189972288011373
domain: WRITE, depth: 1, timestamp: 189972496011198
domain: WRITE, depth: 2, timestamp: 189972600011787
domain: WRITE, depth: 1, timestamp: 189972808010905
domain: WRITE, depth: 2, timestamp: 189972912011969
domain: WRITE, depth: 1, timestamp: 189973120010729
domain: WRITE, depth: 2, timestamp: 189973224008784
domain: WRITE, depth: 1, timestamp: 189973432012569
domain: WRITE, depth: 2, timestamp: 189973536011295
domain: WRITE, depth: 1, timestamp: 189973748008264
domain: WRITE, depth: 2, timestamp: 189973852007926
domain: WRITE, depth: 1, timestamp: 189974060011245
domain: WRITE, depth: 2, timestamp: 189974164014707
domain: WRITE, depth: 1, timestamp: 189974372009727
domain: WRITE, depth: 2, timestamp: 189974476007947
domain: WRITE, depth: 1, timestamp: 189974684009660
domain: WRITE, depth: 2, timestamp: 189974792008091
domain: WRITE, depth: 1, timestamp: 189975000008241
domain: WRITE, depth: 2, timestamp: 189975104008027
domain: WRITE, depth: 1, timestamp: 189975312010371
domain: WRITE, depth: 2, timestamp: 189975416011947
domain: WRITE, depth: 1, timestamp: 189975624010464
domain: WRITE, depth: 2, timestamp: 189975728008316
domain: WRITE, depth: 1, timestamp: 189975936009820
domain: WRITE, depth: 2, timestamp: 189976040010369
domain: WRITE, depth: 1, timestamp: 189976252008688
domain: WRITE, depth: 2, timestamp: 189976356010745
domain: WRITE, depth: 1, timestamp: 189976564007611
domain: WRITE, depth: 2, timestamp: 189976668008395
domain: WRITE, depth: 1, timestamp: 189976880012212
domain: WRITE, depth: 2, timestamp: 189976984009479
domain: WRITE, depth: 1, timestamp: 189977192009415
domain: WRITE, depth: 2, timestamp: 189977296011839
domain: WRITE, depth: 1, timestamp: 189977504010943
domain: WRITE, depth: 2, timestamp: 189977608007131
domain: WRITE, depth: 1, timestamp: 189977816010625
domain: WRITE, depth: 2, timestamp: 189977924007419
domain: WRITE, depth: 1, timestamp: 189978132009581
domain: WRITE, depth: 2, timestamp: 189978236011474
domain: WRITE, depth: 1, timestamp: 189978444011491
domain: WRITE, depth: 2, timestamp: 189978548011722
domain: WRITE, depth: 1, timestamp: 189978756010095
domain: WRITE, depth: 2, timestamp: 189978860011255
domain: WRITE, depth: 1, timestamp: 189979072010455
domain: WRITE, depth: 2, timestamp: 189979176009430
domain: WRITE, depth: 1, timestamp: 189979384010445
domain: WRITE, depth: 2, timestamp: 189979488012139
domain: WRITE, depth: 1, timestamp: 189979700008917
domain: WRITE, depth: 2, timestamp: 189979804007802
domain: WRITE, depth: 1, timestamp: 189980016007736
domain: WRITE, depth: 2, timestamp: 189980120010536
domain: WRITE, depth: 1, timestamp: 189980332010585
domain: WRITE, depth: 2, timestamp: 189980436010371
domain: WRITE, depth: 1, timestamp: 189980648008197
domain: WRITE, depth: 2, timestamp: 189980752010182
domain: WRITE, depth: 1, timestamp: 189981064011155
domain: WRITE, depth: 2, timestamp: 189981168008941
domain: WRITE, depth: 1, timestamp: 189981376010473
domain: WRITE, depth: 2, timestamp: 189981480011057
domain: WRITE, depth: 1, timestamp: 189981688012627
domain: WRITE, depth: 2, timestamp: 189981792008855
domain: WRITE, depth: 1, timestamp: 189982000012505
domain: WRITE, depth: 2, timestamp: 189982104010427
domain: WRITE, depth: 1, timestamp: 189982312011268
domain: WRITE, depth: 2, timestamp: 189982416012139
domain: WRITE, depth: 1, timestamp: 189982624010462
domain: WRITE, depth: 2, timestamp: 189982728009225
domain: WRITE, depth: 1, timestamp: 189982936009097
domain: WRITE, depth: 2, timestamp: 189983040012153
domain: WRITE, depth: 1, timestamp: 189983248012085
domain: WRITE, depth: 2, timestamp: 189983352011557
domain: WRITE, depth: 1, timestamp: 189983560012462
domain: WRITE, depth: 2, timestamp: 189983664008941
domain: WRITE, depth: 1, timestamp: 189983872010305
domain: WRITE, depth: 2, timestamp: 189983976012623
domain: WRITE, depth: 1, timestamp: 189984184008886
domain: WRITE, depth: 2, timestamp: 189984288009572
domain: WRITE, depth: 1, timestamp: 189984496011786
domain: WRITE, depth: 2, timestamp: 189984600008935
domain: WRITE, depth: 1, timestamp: 189984808010138
domain: WRITE, depth: 2, timestamp: 189984912011303
domain: WRITE, depth: 1, timestamp: 189985120010431
domain: WRITE, depth: 2, timestamp: 189985224012504
domain: WRITE, depth: 1, timestamp: 189985432009548
domain: WRITE, depth: 2, timestamp: 189985536012474
domain: WRITE, depth: 1, timestamp: 189985744010331
domain: WRITE, depth: 2, timestamp: 189985848010075
domain: WRITE, depth: 1, timestamp: 189986056010937
domain: WRITE, depth: 2, timestamp: 189986160012506
domain: WRITE, depth: 1, timestamp: 189986368010830
domain: WRITE, depth: 2, timestamp: 189986472012304
domain: WRITE, depth: 1, timestamp: 189986680008816
domain: WRITE, depth: 2, timestamp: 189986784011118
domain: WRITE, depth: 1, timestamp: 189986992010152
domain: WRITE, depth: 2, timestamp: 189987096011829
domain: WRITE, depth: 1, timestamp: 189987304011172
domain: WRITE, depth: 2, timestamp: 189987408012127
domain: WRITE, depth: 1, timestamp: 189987620008751
domain: WRITE, depth: 2, timestamp: 189987724010396
domain: WRITE, depth: 1, timestamp: 189987932008798
domain: WRITE, depth: 2, timestamp: 189988036008920
domain: WRITE, depth: 1, timestamp: 189988244011930
domain: WRITE, depth: 2, timestamp: 189988348009177
domain: WRITE, depth: 1, timestamp: 189988556008643
domain: WRITE, depth: 2, timestamp: 189988660007462
domain: WRITE, depth: 1, timestamp: 189988868008118
domain: WRITE, depth: 2, timestamp: 189988972008673
domain: WRITE, depth: 1, timestamp: 189989184008747
domain: WRITE, depth: 2, timestamp: 189989292007194
domain: WRITE, depth: 1, timestamp: 189989500009240
domain: WRITE, depth: 2, timestamp: 189989604008797
domain: WRITE, depth: 1, timestamp: 189989812012571
domain: WRITE, depth: 2, timestamp: 189989916010386
domain: WRITE, depth: 1, timestamp: 189990124012408
domain: WRITE, depth: 2, timestamp: 189990228011758
domain: WRITE, depth: 1, timestamp: 189990436009655
domain: WRITE, depth: 2, timestamp: 189990540011049
domain: WRITE, depth: 1, timestamp: 189990748011162
domain: WRITE, depth: 2, timestamp: 189990852009265
