1000, 2800, 0, 0, 0
2000, 2815, 0, 0, 0
3000, 2929, 0, 0, 0
4000, 2926, 0, 0, 0
5000, 2889, 0, 0, 0
6000, 2866, 0, 0, 0
7000, 2812, 0, 0, 0
8000, 2971, 0, 0, 0
9000, 2851, 0, 0, 0
10000, 2842, 0, 0, 0
11000, 2804, 0, 0, 0
12000, 2936, 0, 0, 0
13000, 2759, 0, 0, 0
14000, 2787, 0, 0, 0
15000, 2818, 0, 0, 0
16000, 3269, 0, 0, 0
17000, 3102, 0, 0, 0
18000, 3486, 0, 0, 0
19001, 3761, 0, 0, 0
20000, 3236, 0, 0, 0
21000, 3560, 0, 0, 0
22000, 3461, 0, 0, 0
23000, 2862, 0, 0, 0
24000, 2954, 0, 0, 0
25000, 5752, 0, 0, 0
26002, 8201, 0, 0, 0
27000, 7700, 0, 0, 0
28000, 7887, 0, 0, 0
29001, 6504, 0, 0, 0
30001, 4708, 0, 0, 0
31000, 3358, 0, 0, 0
32000, 3767, 0, 0, 0
33001, 6684, 0, 0, 0
34000, 7674, 0, 0, 0
35001, 7185, 0, 0, 0
36001, 7429, 0, 0, 0
37000, 7657, 0, 0, 0
38000, 7273, 0, 0, 0
39001, 7170, 0, 0, 0
40001, 5792, 0, 0, 0
41000, 4123, 0, 0, 0
42000, 2792, 0, 0, 0
43000, 3213, 0, 0, 0
44000, 3777, 0, 0, 0
45000, 3917, 0, 0, 0
46000, 5638, 0, 0, 0
47000, 7110, 0, 0, 0
48001, 7091, 0, 0, 0
49000, 3464, 0, 0, 0
50000, 2867, 0, 0, 0
51000, 2844, 0, 0, 0
52000, 3011, 0, 0, 0
53000, 2900, 0, 0, 0
54000, 2791, 0, 0, 0
55002, 3160, 0, 0, 0
56001, 6218, 0, 0, 0
57003, 7718, 0, 0, 0
58000, 7677, 0, 0, 0
59000, 6259, 0, 0, 0
60000, 4482, 0, 0, 0
61000, 3089, 0, 0, 0
62000, 3216, 0, 0, 0
63001, 3239, 0, 0, 0
64000, 3479, 0, 0, 0
65000, 3146, 0, 0, 0
66000, 2979, 0, 0, 0
67000, 3160, 0, 0, 0
68000, 3541, 0, 0, 0
69001, 6467, 0, 0, 0
70000, 7398, 0, 0, 0
71000, 7722, 0, 0, 0
72000, 7526, 0, 0, 0
73000, 7267, 0, 0, 0
74000, 7489, 0, 0, 0
75002, 7171, 0, 0, 0
76000, 7192, 0, 0, 0
77000, 7069, 0, 0, 0
78001, 7091, 0, 0, 0
79001, 7029, 0, 0, 0
80000, 7441, 0, 0, 0
81000, 6555, 0, 0, 0
82001, 4508, 0, 0, 0
83000, 3447, 0, 0, 0
84000, 3201, 0, 0, 0
85000, 6609, 0, 0, 0
86001, 7488, 0, 0, 0
87000, 7068, 0, 0, 0
88001, 7308, 0, 0, 0
89001, 7202, 0, 0, 0
90001, 7623, 0, 0, 0
91001, 7307, 0, 0, 0
92001, 7476, 0, 0, 0
93000, 7516, 0, 0, 0
94001, 6041, 0, 0, 0
95000, 4540, 0, 0, 0
96000, 3063, 0, 0, 0
97000, 2847, 0, 0, 0
98000, 3669, 0, 0, 0
99001, 6202, 0, 0, 0
100000, 8074, 0, 0, 0
101000, 6897, 0, 0, 0
102001, 4358, 0, 0, 0
103000, 3248, 0, 0, 0
104000, 2935, 0, 0, 0
105001, 3112, 0, 0, 0
106001, 2900, 0, 0, 0
107000, 2821, 0, 0, 0
108000, 2967, 0, 0, 0
109000, 2737, 0, 0, 0
110000, 2838, 0, 0, 0
111000, 2903, 0, 0, 0
112000, 2860, 0, 0, 0
113000, 2769, 0, 0, 0
114001, 2893, 0, 0, 0
115001, 2879, 0, 0, 0
116000, 2912, 0, 0, 0
117000, 2799, 0, 0, 0
118000, 2907, 0, 0, 0
119000, 2931, 0, 0, 0
120001, 3257, 0, 0, 0
121000, 3547, 0, 0, 0
122000, 4767, 0, 0, 0
123001, 6383, 0, 0, 0
124002, 7896, 0, 0, 0
125000, 7834, 0, 0, 0
126000, 7893, 0, 0, 0
127001, 7536, 0, 0, 0
128000, 7385, 0, 0, 0
129000, 7330, 0, 0, 0
130000, 7180, 0, 0, 0
131001, 6984, 0, 0, 0
132000, 7079, 0, 0, 0
133002, 7073, 0, 0, 0
134000, 6974, 0, 0, 0
135000, 6742, 0, 0, 0
136000, 4889, 0, 0, 0
137000, 3138, 0, 0, 0
138000, 2786, 0, 0, 0
139004, 2760, 0, 0, 0
140000, 2952, 0, 0, 0
141000, 2844, 0, 0, 0
142000, 2841, 0, 0, 0
143000, 3018, 0, 0, 0
144000, 2914, 0, 0, 0
145000, 2784, 0, 0, 0
146000, 2744, 0, 0, 0
147000, 2679, 0, 0, 0
148001, 2718, 0, 0, 0
149000, 2713, 0, 0, 0
150000, 2773, 0, 0, 0
151000, 2768, 0, 0, 0
152000, 2658, 0, 0, 0
153001, 2726, 0, 0, 0
154000, 3912, 0, 0, 0
155000, 3157, 0, 0, 0
156000, 3044, 0, 0, 0
157001, 2982, 0, 0, 0
158000, 2950, 0, 0, 0
159001, 3112, 0, 0, 0
160000, 3067, 0, 0, 0
161000, 2896, 0, 0, 0
162000, 2845, 0, 0, 0
163000, 3431, 0, 0, 0
164002, 4399, 0, 0, 0
165000, 6673, 0, 0, 0
166000, 7892, 0, 0, 0
167001, 8660, 0, 0, 0
